--------- beginning of main
02-17 05:31:00.879 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.879 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.879 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.879 21547 21547 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 10462 <<<<<<
02-17 05:31:00.880 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.882 21547 21547 I AndroidRuntime: Using default boot image
02-17 05:31:00.882 21547 21547 I AndroidRuntime: Leaving lock profiling enabled
02-17 05:31:00.882 21547 21547 W libc    : Access denied finding property "odsign.verification.success"
02-17 05:31:00.882 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.883 21547 21547 W app_process: ART APEX data files are untrusted.
02-17 05:31:00.883 21547 21547 I app_process: Using CollectorTypeCMC GC.
02-17 05:31:00.925 21547 21547 D nativeloader: InitDefaultPublicLibraries for_preload=1: libandroid.so:libaaudio.so:libamidi.so:libbinder_ndk.so:libc.so:libcamera2ndk.so:libdl.so:libEGL.so:libGLESv1_CM.so:libGLESv2.so:libGLESv3.so:libicu.so:libicui18n.so:libicuuc.so:libjnigraphics.so:liblog.so:libmediandk.so:libm.so:libnativehelper.so:libnativewindow.so:libOpenMAXAL.so:libOpenSLES.so:libRS.so:libstdc++.so:libsync.so:libvulkan.so:libwebviewchromium_plat_support.so:libz.so
02-17 05:31:00.931 21547 21547 D nativeloader: Load libicu_jni.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:31:00.931 21547 21547 D app_process: u_setTimeZoneFilesDirectory("/apex/com.android.tzdata/etc/tz/versioned/9/icu") succeeded. 
02-17 05:31:00.931 21547 21547 D app_process: I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt76l.dat
02-17 05:31:00.932 21547 21547 D nativeloader: Load libjavacore.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:31:00.932 21547 21547 D nativeloader: Load libopenjdk.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:31:00.933 21547 21547 I app_process: Priority-to-niceness mapping: 19, 16, 13, 10, 0, -2, -4, -5, -6, -8
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.product.name_for_attestation"
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.product.device_for_attestation"
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.product.manufacturer_for_attestation"
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.product.brand_for_attestation"
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.product.model_for_attestation"
02-17 05:31:00.958 21547 21547 W libc    : Access denied finding property "ro.debuggable"
02-17 05:31:00.966 21547 21547 D nativeloader: Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
02-17 05:31:00.966 21547 21547 D AndroidRuntime: Calling main entry com.termux.termuxam.Am
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.camera.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.hardware.libsensor.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.jank is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.providers.settings is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.multiuser is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.power.optimization is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.calllogbackup is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.mediasession.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.graphics.libvulkan.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.appfunctions.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.smartspace.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.providers.contacts.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.shell.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.aaudio is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.hardware.radio is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: suspend_service.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.media.midi is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.libcore.readonly is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.notification is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.systemui.shared is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.jank is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.wearable is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.audio is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.chooser is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.compat is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.alarm is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.apex.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.quickaccesswallet is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.usage is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.accessibility is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app.supervision.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.utils is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.chre.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.content.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.media.codec is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.os is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.nfc.nci.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.app is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.security.keystore2 is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.crashrecovery.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.tradeinmode.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.hardware.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.telecom.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settingslib.media.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.policy is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.media.audiopolicy is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.egg.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.compat.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.security is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.autofill is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.example.android.aconfig.demo.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.clipboard is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.view.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.companion.virtual.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.aconfig_new_storage is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.feature.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.systemui is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.power.batterysaver is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.widget.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.editing.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.codec.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.powerstats is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.graphics.egl.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.media.audioserver is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.deviceidle is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.nfc is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.permission.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.voice.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.content.pm is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.power.hint is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.os is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.service.dreams is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.graphics.libgui.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.hardware.usb.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.provider is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.job is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.foldables.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.telephony.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.webkit is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.credentials.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.documentsui.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.display.feature.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.notification is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.appwidget.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.frameworks.sensorservice.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.printspooler.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.window.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.net.wifi.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.media.tv.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.usb.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.os.vibrator is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.vold.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.hardware.devicestate.feature.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.usage is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.server is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.wm.shell is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.view.inputmethod is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.graphics.hwui.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.backup is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.internal.pm.pkg.component.flags is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.view.accessibility is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: android.media.audio is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.am is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.print is mapped to system
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settings.keyboard is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.systemui.accessibility.accessibilitymenu is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.server.policy.feature.flags is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settings.factory_reset is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settings.media_drm is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.launcher3 is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settings.accessibility is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.wallpaper is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.settings.flags is mapped to system_ext
02-17 05:31:00.972 21547 21547 I AconfigPackage: com.android.permission.flags is mapped to com.android.permission
02-17 05:31:00.973 21547 21547 I AconfigPackage: android.provider.flags is mapped to com.android.configinfrastructure
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.server.deviceconfig is mapped to com.android.configinfrastructure
02-17 05:31:00.973 21547 21547 I AconfigPackage: android.os.profiling is mapped to com.android.profiling
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.crashrecovery.flags is mapped to com.android.crashrecovery
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.adservices.ondevicepersonalization.flags is mapped to com.android.ondevicepersonalization
02-17 05:31:00.973 21547 21547 I AconfigPackage: android.graphics.pdf.flags is mapped to com.android.mediaprovider
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.providers.media.flags is mapped to com.android.mediaprovider
02-17 05:31:00.973 21547 21547 I AconfigPackage: android.graphics.pdf.flags.readonly is mapped to com.android.mediaprovider
02-17 05:31:00.973 21547 21547 I AconfigPackage: android.media.swcodec.flags is mapped to com.android.media.swcodec
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.art.flags is mapped to com.android.art
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.art.native.flags is mapped to com.android.art
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.libcore is mapped to com.android.art
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.nfc.module.flags is mapped to com.android.nfcservices
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.ipsec.flags is mapped to com.android.ipsec
02-17 05:31:00.973 21547 21547 I AconfigPackage: com.android.adbd.flags is mapped to com.android.adbd
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.adservices.flags is mapped to com.android.adservices
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.sdksandbox.flags is mapped to com.android.adservices
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.appsearch.flags is mapped to com.android.appsearch
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.uwb.flags is mapped to com.android.uwb
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.ranging.flags is mapped to com.android.uwb
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.org.conscrypt.flags is mapped to com.android.conscrypt
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.org.conscrypt.net.flags is mapped to com.android.conscrypt
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.media.extractor.flags is mapped to com.android.media
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.media.mainline.flags is mapped to com.android.media
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.net.ct.flags is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.net.flags is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: android.net.vcn is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.nearby.flags is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: android.net.http is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.net.thread.flags is mapped to com.android.tethering
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.system.virtualmachine.flags is mapped to com.android.virt
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.cellbroadcastreceiver.flags is mapped to com.android.cellbroadcast
02-17 05:31:00.974 21547 21547 I AconfigPackage: com.android.devicelock.flags is mapped to com.android.devicelock
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.icu is mapped to com.android.i18n
02-17 05:31:00.975 21547 21547 I AconfigPackage: android.uprobestats.mainline.flags is mapped to com.android.uprobestats
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.os.statsd.flags is mapped to com.android.os.statsd
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.rkpd.flags is mapped to com.android.rkpd
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.healthfitness.flags is mapped to com.android.healthfitness
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.healthfitness.beta.test is mapped to com.android.healthfitness
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.wifi.flags is mapped to com.android.wifi
02-17 05:31:00.975 21547 21547 I AconfigPackage: com.android.bluetooth.flags is mapped to com.android.bt
02-17 05:31:00.975 21547 21547 E FeatureFlagsImplExport: android.os.flagging.AconfigStorageReadException: ERROR_PACKAGE_NOT_FOUND: package android.xr cannot be found on the device
02-17 05:31:00.995 21547 21547 I app_process: System.exit called, status: 0
02-17 05:31:00.995 21547 21547 I AndroidRuntime: VM exiting with result code 0.
02-17 05:31:01.042  7746  7746 I ImeTracker: system_server:9490f317: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:31:01.076  7746  7746 I ImeTracker: system_server:6fe0be22: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:31:01.077  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=1)
02-17 05:31:01.077  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:31:01.077  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@223842117 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@bf667dc
02-17 05:31:01.358  7746  7746 I ImeTracker: com.termux:aeea314f: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 05:31:01.359  7746  7746 D InsetsController: show(ime())
02-17 05:31:01.359  7746  7746 I ImeTracker: com.termux:aeea314f: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 05:31:02.110  7746  7894 D BufferPoolAccessor2.0: bufferpool2 0x7b00833628 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 05:31:02.110  7746  7894 D BufferPoolAccessor2.0: evictor expired: 2, evicted: 1
02-17 05:31:04.019 21581 21581 W bash    : type=1400 audit(0.0:47953): avc:  granted  { execute } for  name="grep" dev="dm-45" ino=780302 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:31:04.019 21581 21581 W bash    : type=1400 audit(0.0:47954): avc:  granted  { execute } for  name="grep" dev="dm-45" ino=780302 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:31:04.019 21581 21581 W bash    : type=1400 audit(0.0:47955): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/grep" dev="dm-45" ino=780302 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:31:04.019 21581 21581 W grep    : type=1400 audit(0.0:47956): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/grep" dev="dm-45" ino=780302 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:31:04.023 21581 21581 W grep    : type=1400 audit(0.0:47957): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
